,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z5983,21306.98994,0.2420689,1.360889985,0.177875437,0.858820802,0.972752329
gene-Z2236,196.1117993,0.255424189,1.437265026,0.177715442,0.858946457,NA
gene-Z3128,15.68827279,0.375498285,2.123705864,0.176812755,0.85965547,NA
gene-Z5475,277.7075967,-0.250102835,1.414788863,-0.176777498,0.859683165,NA
gene-Z5705,8.590797507,-0.454572268,2.572911971,-0.176676184,0.859762749,NA
gene-Z2054,65462.88374,0.239967282,1.360353832,0.176400637,0.859979205,0.97336263
gene-Z5012,3875.674535,-0.240518616,1.36410702,-0.176319462,0.860042973,NA
gene-Z4368,651.6421929,-0.243454332,1.383677081,-0.175947362,0.860335296,NA
gene-Z0150,1220.514065,-0.241306781,1.372737595,-0.175785075,0.860462795,NA
gene-Z1895,70.30359678,-0.274913063,1.564294028,-0.175742577,0.860496184,NA
gene-Z2092,58.86038604,-0.280543065,1.600770069,-0.175255066,0.860879217,NA
gene-Z0961,100.1364834,-0.263750291,1.506517909,-0.175072788,0.86102244,NA
gene-Z0568,436.6876873,0.244255489,1.39525765,0.175061207,0.86103154,NA
gene-Z2123,78.07222812,0.270531315,1.546101994,0.17497637,0.861098201,NA
gene-Z0567,116445.8608,0.237388565,1.360195106,0.174525378,0.861452588,0.974027327
gene-Z3372,1026.298282,0.239897634,1.375143856,0.174452755,0.861509657,NA
gene-Z0773,40160.98839,0.236746719,1.360434493,0.174022873,0.861847487,0.974027327
gene-Z5675,195.7091057,0.249969775,1.437298017,0.173916455,0.861931121,NA
gene-Z0287,424.2545214,0.242828142,1.396240018,0.173915759,0.861931668,NA
gene-Z1433,61.76313598,0.275965129,1.591349272,0.173415814,0.862324596,NA
gene-Z3675,7117.341503,-0.236001536,1.362200378,-0.173250235,0.862454739,0.974027327
gene-Z3594,1056.684872,0.237995568,1.374673664,0.173128776,0.862550207,NA
gene-Z1050,2546.215063,0.236461358,1.366120811,0.173089639,0.862580969,NA
gene-Z2526,6320.427582,0.234828108,1.362460056,0.172355958,0.863157694,NA
gene-Z2206,69.2800838,-0.269832632,1.566988943,-0.172198172,0.863281735,NA
gene-Z3047,4906.553457,0.233916445,1.363146755,0.171600339,0.863751741,NA
gene-Z5943,1591.88149,0.234745984,1.369715292,0.17138305,0.863922582,NA
gene-Z6072,570.8517828,0.23748335,1.386959875,0.171225826,0.864046201,NA
gene-Z0258,441.1844329,0.238660167,1.394785554,0.171108861,0.864138169,NA
gene-Z2024,8040.197858,-0.232901854,1.36188686,-0.171014099,0.86421268,0.974027327
gene-Z0229,2546.986893,-0.23357857,1.36603186,-0.170990573,0.864231178,NA
gene-Z2399,289.9561948,-0.241169769,1.41234871,-0.170757949,0.864414095,NA
gene-Z3034,61.31010564,-0.270860543,1.591736804,-0.170166664,0.864879067,NA
gene-Z2233,1761.734308,0.232068322,1.368726634,0.169550527,0.865363633,NA
gene-Z0104,45872.84522,-0.230314567,1.360250113,-0.169317807,0.86554667,0.974027327
gene-Z0469,11969.09507,-0.229850261,1.361193941,-0.168859303,0.865907311,0.974027327
gene-Z1816,3036.091868,-0.229141088,1.364967781,-0.167872891,0.866683277,NA
gene-Z0292,880.976217,0.230353388,1.37740667,0.167237021,0.867183556,NA
gene-Z0392,92.55242001,0.253822371,1.518316219,0.167173588,0.867233465,NA
gene-Z3576,1903.465688,0.228255573,1.367996901,0.166853867,0.867485033,NA
gene-Z1883,898.3088221,0.229740609,1.37705884,0.166834272,0.867500451,NA
gene-Z1964,122.4020856,-0.247023684,1.480780016,-0.166819974,0.867511702,NA
gene-Z2774,147.7382267,-0.243407719,1.460789344,-0.166627529,0.867663131,NA
gene-Z5572,6532.093423,0.226895451,1.362217037,0.166563363,0.867713623,NA
gene-Z4178,60.28659266,-0.264955127,1.595240011,-0.166091074,0.868085278,NA
gene-Z1666,12763.19013,0.224523879,1.361011219,0.164968426,0.868968834,0.974027327
gene-Z1792,151.6812685,0.240571244,1.458633514,0.16492919,0.868999717,NA
gene-Z1794,117.90534,-0.244909094,1.485130942,-0.164907408,0.869016862,NA
gene-Z3860,1995.011374,-0.225376862,1.367534226,-0.164805281,0.869097247,NA
gene-Z1495,12174.51916,-0.224047745,1.361054603,-0.164613341,0.86924833,0.974027327
gene-Z1333,17083.62301,0.223972332,1.36069299,0.164601666,0.86925752,0.974027327
gene-Z5225,268.8986735,-0.232768236,1.416184381,-0.164362945,0.869445432,NA
gene-Z0147,1314.257787,0.2253013,1.371563369,0.164266052,0.869521705,NA
gene-Z0431,26.98047342,-0.302569503,1.842584852,-0.164209264,0.869566408,NA
gene-Z2452,107397.0832,0.223204867,1.359914275,0.164131572,0.869627568,0.974027327
gene-Z3067,2419.752484,0.223762475,1.366176895,0.163787336,0.869898561,NA
gene-Z5356,5881.407627,0.222650367,1.362394016,0.163425826,0.87018317,NA
gene-Z4541,97787.94061,0.221968199,1.359903843,0.163223452,0.870342502,0.974027327
gene-Z4472,142.2179681,-0.238844182,1.464459359,-0.163093759,0.870444613,NA
gene-Z0643,2902.984843,-0.222557476,1.365068021,-0.163037645,0.870488794,NA
gene-Z3748,278.2948583,-0.230478679,1.414280151,-0.162965364,0.870545706,NA
gene-Z3473,828650.3405,-0.221567682,1.359755226,-0.16294674,0.870560369,0.974027327
gene-Z2215,534936.3933,0.221479089,1.359764536,0.162880471,0.870612547,0.974027327
gene-Z4042,3.070538953,-0.62449104,3.84629927,-0.162361532,0.871021162,NA
gene-Z0330,15.53726268,-0.344389863,2.124791727,-0.162081704,0.871241514,NA
gene-Z4663,9204.09991,0.220282838,1.361396402,0.161806538,0.871458204,0.974027327
gene-Z5010,746.9966895,-0.222882435,1.380283965,-0.161475784,0.871718683,NA
gene-Z1789,3912.084751,0.219965854,1.363665489,0.161304847,0.871853306,NA
gene-Z3213,101.9653837,-0.242250135,1.503616788,-0.161111619,0.872005489,NA
gene-Z3232,15359.33921,-0.219173742,1.360695169,-0.161074829,0.872034465,0.974027327
gene-Z2734,9951.868429,-0.21890815,1.361236105,-0.160815709,0.872238552,0.974027327
gene-Z4098,3557.529786,0.219129371,1.364043071,0.160646959,0.872371468,NA
gene-Z5704,7.567284523,-0.431852337,2.691439448,-0.160454042,0.872523422,NA
gene-Z5674,11.40965294,0.375497202,2.341846392,0.16034237,0.872611384,NA
gene-Z1322,50593.77369,0.217829929,1.359970387,0.160172553,0.87274515,0.974027327
gene-Z0119,6847.788452,0.218107883,1.361932927,0.160145833,0.872766198,0.974027327
gene-Z0557,2650.395262,-0.218603441,1.365495614,-0.160090914,0.872809458,NA
gene-Z3284,559.4756876,0.221954575,1.387184363,0.16000366,0.872878191,NA
gene-Z3659,35122.26753,-0.217588677,1.360098405,-0.159980098,0.872896752,0.974027327
gene-Z3921,492.1922931,0.221743899,1.390886832,0.15942627,0.873333043,NA
gene-Z2620,189.8197113,-0.229269072,1.438855617,-0.159341264,0.873400012,NA
gene-Z2935,536.3375826,-0.221143366,1.388223178,-0.159299578,0.873432854,NA
gene-Z3908,8164.999326,0.216705079,1.361540716,0.159161659,0.87354151,0.974027327
gene-Z1915,143.1240288,0.232542919,1.464135141,0.158826131,0.873805861,NA
gene-Z5446,71.96470802,0.247493323,1.560243624,0.158624794,0.873964494,NA
gene-Z2707,3250.106755,0.215996358,1.364393225,0.158309462,0.874212952,NA
gene-Z1116,8110.635686,-0.215437946,1.361520854,-0.158233306,0.87427296,0.974027327
gene-Z1718,97.45185922,0.238998966,1.510478827,0.158227287,0.874277703,NA
gene-Z0948,477.6953223,-0.219953816,1.391656198,-0.158051835,0.874415954,NA
gene-Z5873,8705.363845,-0.214742039,1.3613775,-0.15773879,0.874662633,0.974027327
gene-Z3538,1738.915002,-0.215707337,1.368478733,-0.157625641,0.874751798,NA
gene-Z1346,132.200964,-0.231583163,1.471913976,-0.157334713,0.874981064,NA
gene-Z2094,61.71279928,-0.250102045,1.589963466,-0.157300498,0.875008028,NA
gene-Z5959,5109.896963,0.213829547,1.362619314,0.156925375,0.875303661,NA
gene-Z3461,164.3325601,0.226123201,1.451005941,0.155838921,0.876159991,NA
gene-Z0744,582.3285513,0.215719364,1.385997017,0.155642012,0.876315208,NA
gene-Z1273,26067.86897,0.211563282,1.3601384,0.155545408,0.87639136,0.974027327
gene-Z2758,8978.557918,0.211532706,1.361269689,0.15539368,0.876510966,0.974027327
gene-Z1885,553.4856198,-0.215497996,1.387242921,-0.155342653,0.876551191,NA
gene-Z5043,24753.98032,0.211165536,1.360162452,0.155250232,0.876624049,0.974027327
gene-Z1754,22996.03805,-0.211064268,1.360205285,-0.155170893,0.876686595,0.974027327
gene-Z1077,1343.956443,-0.212569876,1.371010729,-0.155046107,0.876784969,NA
gene-Z2300,3246.918764,0.21114176,1.364305203,0.154761383,0.877009436,NA
gene-Z2232,1790.979933,-0.211561445,1.368143671,-0.154633939,0.877109912,NA
gene-Z5941,556.4387065,0.213807711,1.38717475,0.154131778,0.877505832,NA
gene-Z2377,9.983446321,0.375496673,2.447649645,0.15341112,0.878074076,NA
gene-Z3243,525.0789398,-0.212642804,1.388668062,-0.153127166,0.878297993,NA
gene-Z3077,312.5741538,0.215217832,1.408329566,0.152817804,0.878541957,NA
gene-Z3642,1414.880859,0.209322412,1.370421246,0.152743116,0.878600858,NA
gene-Z3649,98.4753722,0.230070552,1.508815389,0.152484229,0.878805028,NA
gene-Z0482,2263.306007,-0.207987374,1.366286925,-0.152228182,0.879006967,NA
gene-Z4567,21602.39928,-0.206624939,1.360165696,-0.151911594,0.879256664,0.976192381
gene-Z1415,621.7086328,-0.209461745,1.384128503,-0.151331141,0.879714505,NA
gene-Z2384,136.0768902,-0.221738723,1.468673155,-0.150978944,0.879992325,NA
gene-Z0510,1557.635752,0.206192764,1.369366166,0.150575331,0.880310722,NA
gene-Z2829,386.55233,-0.210541516,1.39890465,-0.150504551,0.880366561,NA
gene-Z1946,419.0195042,0.209602618,1.396018183,0.150143186,0.880651649,NA
gene-Z1556,203.8972096,0.215036055,1.433577734,0.149999578,0.880764948,NA
gene-Z3173,11772.07721,0.202725011,1.360696786,0.148986176,0.881564541,0.978063485
gene-Z1543,59.5315421,0.23799739,1.598466852,0.148891038,0.881639613,NA
gene-Z0253,135.0533772,-0.21873821,1.469414011,-0.148860844,0.881663439,NA
gene-Z2131,17.98698228,-0.30256979,2.038317999,-0.148440916,0.881994812,NA
gene-Z4103,494.6755705,0.206062313,1.390434183,0.148199976,0.88218495,NA
gene-Z2789,4347.07777,-0.20053278,1.36289068,-0.147137832,0.883023229,NA
gene-Z4111,8799.342472,-0.199881509,1.361083337,-0.146854718,0.883246694,0.979238219
gene-Z5861,535.6664266,0.20377493,1.388046545,0.146806986,0.88328437,NA
gene-Z3743,86.42812101,-0.223959762,1.527578365,-0.146610981,0.883439086,NA
gene-Z2849,4284.744151,-0.199428772,1.362922586,-0.146324357,0.883665338,NA
gene-Z6006,2536.667868,0.199444609,1.365422841,0.146068019,0.883867693,NA
gene-Z2757,357.122137,-0.204784699,1.401996279,-0.146066507,0.883868887,NA
gene-Z3783,439.4226483,0.203380909,1.394231016,0.145873178,0.884021506,NA
gene-Z5310,12115.82656,-0.198164198,1.360572413,-0.145647667,0.884199536,0.979603294
gene-Z0388,8.557239704,0.375496009,2.581326784,0.145466282,0.884342736,NA
gene-Z0093,8982.853316,0.196784754,1.360999315,0.14458843,0.885035833,0.979838825
gene-Z0457,1616.596811,-0.197584532,1.368814996,-0.144347142,0.885226354,NA
gene-Z4985,223.7130921,-0.205728054,1.426765792,-0.144191888,0.885348946,NA
gene-Z2784,399.0526115,0.201347096,1.397667883,0.144059328,0.885453621,NA
gene-Z3261,526.068895,-0.199938813,1.388387419,-0.144007941,0.885494199,NA
gene-Z3042,392.3242721,0.200967455,1.398308493,0.14372183,0.885720133,NA
gene-Z2011,8110.669244,-0.195003129,1.361146224,-0.143263909,0.886081758,0.980305945
gene-Z4798,4382.514809,-0.195177087,1.362767497,-0.14322112,0.886115551,NA
gene-Z5967,6505.56598,0.194403067,1.361614331,0.142773958,0.886468705,NA
gene-Z4499,128.5096057,-0.209460393,1.474615209,-0.142044102,0.887045171,NA
gene-Z3618,196.3634829,0.203734434,1.436126522,0.141863847,0.887187551,NA
gene-Z5438,3520.851108,0.193252464,1.363611054,0.141721104,0.887300304,NA
gene-Z4934,156.3961398,0.205575906,1.455081894,0.14128133,0.887647698,NA
gene-Z0084,2502.573141,-0.192784694,1.36536649,-0.141196298,0.887714871,NA
gene-Z0774,978.7636542,-0.193256858,1.374912479,-0.140559389,0.888218033,NA
gene-Z2528,8753.921986,0.190280198,1.360931659,0.13981613,0.888805268,0.982627077
gene-Z4360,204.1153353,0.200261965,1.433229828,0.13972774,0.888875108,NA
gene-Z2828,565.4657554,0.193002775,1.386361975,0.139215283,0.889280032,NA
gene-Z2461,2692.57742,0.189956393,1.364904919,0.139171887,0.889314323,NA
gene-Z4333,2312.468188,0.189942621,1.36584742,0.139065768,0.889398178,NA
gene-Z3283,409.8750029,0.193522063,1.396533048,0.138573207,0.889787417,NA
gene-Z0362,50.67228217,-0.225948266,1.635083628,-0.13818759,0.890092163,NA
gene-Z5994,17004.22525,-0.187793738,1.360026767,-0.138080914,0.89017647,0.982798159
gene-Z5832,17835.87149,-0.187727988,1.359983286,-0.138036982,0.89021119,0.982798159
gene-Z3599,20.43670188,-0.270860977,1.96987575,-0.137501554,0.890634364,NA
gene-Z5738,20.43670188,-0.270860977,1.96987575,-0.137501554,0.890634364,NA
gene-Z2134,10.01700412,-0.334991545,2.438449341,-0.137378923,0.89073129,NA
gene-Z5379,10.01700412,-0.334991545,2.438449341,-0.137378923,0.89073129,NA
gene-Z5528,7717.321459,0.186604354,1.361107341,0.137097456,0.890953763,0.982927221
gene-Z0410,16.9634693,-0.283461116,2.071323675,-0.136850228,0.891149181,NA
gene-Z1806,16.9634693,-0.283461116,2.071323675,-0.136850228,0.891149181,NA
gene-Z4558,3715.956173,-0.18655285,1.36325171,-0.136844024,0.891154085,NA
gene-Z3363,145.3891805,0.199773671,1.461950114,0.13664876,0.891308433,NA
gene-Z3210,155.674647,-0.198734124,1.455047502,-0.136582568,0.891360756,NA
gene-Z2080,2.047025968,-0.624484986,4.577024311,-0.13643908,0.891474181,NA
gene-Z4643,2.047025968,-0.624484986,4.577024311,-0.13643908,0.891474181,NA
gene-Z2146,7.131033087,0.375495152,2.756531546,0.136220154,0.891647243,NA
gene-Z3633,148.7281818,-0.198233249,1.459348902,-0.135836775,0.891950318,NA
gene-Z2368,133.3587082,0.199250357,1.470826301,0.135468313,0.892241616,NA
gene-Z5480,3526.908291,0.184634311,1.363457671,0.13541624,0.892282785,NA
gene-Z4538,19311.69332,0.183968066,1.359857672,0.135284795,0.892386706,0.983298049
gene-Z4789,1006.918651,-0.185423777,1.374345651,-0.134917862,0.892676817,NA
gene-Z3408,10425.77172,-0.183488114,1.360528542,-0.134865318,0.892718361,0.983298049
gene-Z5611,5102.883382,0.183334046,1.362081313,0.134598459,0.89292936,NA
gene-Z5403,17356.19626,-0.182633745,1.359922764,-0.134297145,0.893167611,0.983298049
gene-Z4715,972.1863249,-0.184565431,1.37487384,-0.134241722,0.893211435,NA
gene-Z5057,6017.534854,-0.182765861,1.361601675,-0.134228581,0.893221826,NA
gene-Z5776,4834.11894,0.182795768,1.362241143,0.134187526,0.89325429,NA
gene-Z1891,19.16150538,0.268584171,2.006016726,0.133889298,0.893490113,NA
gene-Z1678,438.0299994,0.186597494,1.3940489,0.133852904,0.893518892,NA
gene-Z3723,5568.27977,-0.181287117,1.361784553,-0.133124669,0.894094786,NA
gene-Z0794,157.1008536,-0.193519006,1.45412672,-0.133082628,0.894128034,NA
gene-Z2398,199.1823383,-0.190601692,1.434582472,-0.132862137,0.894302412,NA
gene-Z3841,652.6824848,-0.183247753,1.382522543,-0.132545942,0.894552487,NA
gene-Z4587,32354.23539,-0.179107807,1.359452771,-0.131749929,0.895182092,0.983876321
gene-Z5091,56.27643523,0.212002243,1.610603691,0.131629056,0.895277702,NA
gene-Z5991,5300.404609,-0.178762599,1.361884018,-0.13126125,0.895568644,NA
gene-Z0994,16461.51168,-0.178288546,1.359900936,-0.131104069,0.895692983,0.983876321
gene-Z2876,20574.57411,0.178084056,1.359712875,0.13097181,0.895797608,0.983876321
gene-Z3289,351.3669738,0.183632829,1.402479,0.130934459,0.895827155,NA
gene-Z3219,97.65320603,-0.196636265,1.508863551,-0.130320774,0.896312645,NA
gene-Z5780,55914.59822,-0.176440307,1.359208882,-0.129811032,0.896715935,0.983876321
gene-Z5999,32059.93346,0.176280855,1.359414158,0.129674135,0.896824247,0.983876321
gene-Z1531,996.2137117,0.177644462,1.374435591,0.129249027,0.897160604,NA
gene-Z5323,350.5448076,-0.180892071,1.402391125,-0.128988317,0.897366893,NA
gene-Z0117,395.0760119,-0.179888225,1.397556407,-0.128716254,0.897582174,NA
gene-Z1893,136.8319408,0.188846375,1.467928276,0.128648231,0.897636001,NA
gene-Z3785,645.9205875,-0.176517761,1.382660865,-0.127665262,0.898413882,NA
gene-Z4808,19438.00489,-0.173450005,1.359680919,-0.127566698,0.898491887,0.984994508
gene-Z3552,3870.775096,-0.173786885,1.362880622,-0.127514385,0.898533288,NA
gene-Z1853,124.8014685,0.187234418,1.477940936,0.126685995,0.899188931,NA
gene-Z1698,250.2237563,0.179580467,1.419570044,0.126503421,0.899333441,NA
gene-Z2912,11619.97647,-0.171766914,1.360189878,-0.126281571,0.899509044,0.984994508
gene-Z0716,6412.275288,-0.171533648,1.361265889,-0.126010392,0.899723699,NA
gene-Z0989,408.4823541,0.175499601,1.396361979,0.125683457,0.899982497,NA
gene-Z0474,2410.154952,0.171294345,1.365275083,0.125465078,0.90015537,NA
gene-Z2936,462.5271955,0.174587454,1.392027417,0.125419551,0.90019141,NA
gene-Z2285,1024.586834,0.172191237,1.373923901,0.125328074,0.900263827,NA
gene-Z2354,5.704826469,0.375494008,2.998307856,0.125235308,0.900337266,NA
gene-Z2896,4867.542512,-0.170039296,1.362007018,-0.124844655,0.900646535,NA
gene-Z5968,111370.7465,0.169564112,1.358965373,0.124774417,0.900702141,0.984994508
gene-Z4450,7019.654739,0.169390058,1.361032138,0.12445706,0.900953397,0.984994508
gene-Z0339,1378.839779,0.170374937,1.370044092,0.124357266,0.901032408,NA
gene-Z3399,1949.674783,0.169685746,1.366762766,0.124151572,0.901195266,NA
gene-Z0257,246.9686494,-0.175672611,1.420093563,-0.123704955,0.901548888,NA
gene-Z1217,51.0749758,-0.201286289,1.632757997,-0.123279929,0.901885434,NA
gene-Z3038,51.0749758,-0.201286289,1.632757997,-0.123279929,0.901885434,NA
gene-Z0646,2916.995226,0.167592151,1.364105165,0.122858673,0.902219012,NA
gene-Z3615,243.0927232,0.173866853,1.421216154,0.122336671,0.902632391,NA
gene-Z5966,167.3024257,-0.177039153,1.44828301,-0.122240717,0.902708381,NA
gene-Z1856,79.26353012,-0.188398655,1.541261397,-0.122236666,0.902711589,NA
gene-Z0547,29787.68429,-0.166096545,1.35929264,-0.122193368,0.902745879,0.984994508
gene-Z5548,734.5467446,-0.168004046,1.379692969,-0.121769154,0.903081843,NA
gene-Z4975,1026.449292,0.166624573,1.373812268,0.121286275,0.90346429,NA
gene-Z2913,14594.50655,-0.16485,1.359814507,-0.12122977,0.903509045,0.984994508
gene-Z5699,26.91335781,0.223497134,1.844132598,0.121193635,0.903537665,NA
gene-Z4161,1789.771852,-0.165413235,1.367378436,-0.120971072,0.903713948,NA
gene-Z1239,187352.5584,-0.164370409,1.358830329,-0.120964631,0.90371905,0.984994508
gene-Z5657,27258.23135,-0.164292614,1.359314097,-0.12086435,0.90379848,0.984994508
gene-Z0497,1505.839283,-0.164864153,1.368988426,-0.120427719,0.904144335,NA
gene-Z2833,533.720074,0.16699256,1.387541315,0.120351415,0.904204777,NA
gene-Z0046,177.0174096,0.173597882,1.443746775,0.120241226,0.904292061,NA
gene-Z3897,10017.87663,0.163333845,1.360281077,0.120073599,0.904424846,0.984994508
gene-Z3627,719.1101554,0.165385621,1.380165014,0.119830324,0.90461756,NA
gene-Z5550,8066.540733,-0.162874866,1.360642424,-0.119704386,0.904717326,0.984994508
gene-Z3882,5.520258554,-0.361463467,3.02802071,-0.119372852,0.904979969,NA
gene-Z0052,683.8744625,-0.163716361,1.381165712,-0.118534915,0.905643832,NA
gene-Z2155,1024.989528,-0.162663802,1.373729715,-0.118410339,0.905742534,NA
gene-Z1102,1390.819914,-0.162078385,1.36979084,-0.118323455,0.905811373,NA
gene-Z1048,734.2111666,0.162770373,1.379689923,0.117976054,0.906086632,NA
gene-Z0822,7893.265019,0.160434546,1.360655345,0.11790976,0.90613916,0.984994508
gene-Z1040,3012.634964,-0.16031474,1.363814364,-0.117548799,0.906425176,NA
gene-Z0809,15357.05728,0.159807053,1.35969191,0.117531811,0.906438637,0.984994508
gene-Z0177,23557.27552,-0.159750017,1.359337234,-0.117520519,0.906447585,0.984994508
gene-Z4088,31.25909327,-0.209460377,1.783302898,-0.117456421,0.906498376,NA
gene-Z1669,7322.094437,-0.159622454,1.360790194,-0.117301297,0.906621297,0.984994508
gene-Z1414,352.8267382,0.164279623,1.402001687,0.117175054,0.906721335,NA
gene-Z4430,45.26947592,0.194928666,1.665284201,0.117054293,0.906817029,NA
gene-Z3913,4549.045406,-0.158670874,1.362062068,-0.116493131,0.90726173,NA
gene-Z3949,37.18204546,-0.198233071,1.723110044,-0.115043767,0.908410431,NA
gene-Z1463,141.9662846,-0.168321858,1.463503134,-0.115012981,0.908434833,NA
